Identifier,LanguageId,ValueIdentifier,Sequence,Value,ValueUsage,AttributeValueField1,AttributeValueField3,Image1,Image2,Field1,Field2,Field3,Delete
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_61_ValueID,61,208 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_64_ValueID,64,120-600 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_65_ValueID,65,400,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_66_ValueID,66,125/250 Vdc,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_67_ValueID,67,208-220 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_69_ValueID,69,24 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_70_ValueID,70,208-240 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_71_ValueID,71,220-240 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_72_ValueID,72,36 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_73_ValueID,73,208-230,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_74_ValueID,74,380-420,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_75_ValueID,75,100 to 240 AC/DC Ranging,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_76_ValueID,76,12 to 24 DC Ranging,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_78_ValueID,78,24 to 120 AC/DC Ranging,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_79_ValueID,79,240 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_80_ValueID,80,25 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_81_ValueID,81,26 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_82_ValueID,82,26 DC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_83_ValueID,83,48 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_84_ValueID,84,80-90 DC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_85_ValueID,85,24V 50/60 Hz,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_86_ValueID,86,120V 50/60 Hz,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_87_ValueID,87,208-220/ 208-240 50/60 Hz,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_88_ValueID,88,480V 50/60 HZ,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_89_ValueID,89,277V 60 Hz,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_90_ValueID,90,12V DC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_91_ValueID,91,24V DC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_94_ValueID,94,24 Volts,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_95_ValueID,95,Line Voltage,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_97_ValueID,97,200/220,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_98_ValueID,98,600,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_99_ValueID,99,380/420,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_100_ValueID,100,183,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_101_ValueID,101,100,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_102_ValueID,102,208/230,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_103_ValueID,103,NA,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_104_ValueID,104,55,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_105_ValueID,105,380/460,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_106_ValueID,106,500,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_107_ValueID,107,440/480,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_108_ValueID,108,380/400,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_110_ValueID,110,220/240,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_111_ValueID,111,220/230,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_112_ValueID,112,200/230,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_113_ValueID,113,275,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_114_ValueID,114,115/127,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_115_ValueID,115,367,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_116_ValueID,116,151,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_117_ValueID,117,200/240,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_118_ValueID,118,200/200,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_119_ValueID,119,200/225,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_120_ValueID,120,203/230,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_121_ValueID,121,220/200,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_122_ValueID,122,415,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_123_ValueID,123,208/203,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_124_ValueID,124,265,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_125_ValueID,125,15,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_126_ValueID,126,"115 V, 1 ph (PFA)",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_127_ValueID,127,"265 V, 1 ph (PFJ)",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_128_ValueID,128,"208-230 V, 1 ph (PFV)",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_129_ValueID,129,"200-230 V, 3 ph (TFS)",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_130_ValueID,130,30 mV,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_131_ValueID,131,750 mV,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_132_ValueID,132,"mV to 30 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_133_ValueID,133,"20 to 30 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_134_ValueID,134,"24 Vac, 50 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_135_ValueID,135,"120 Vac, 50 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_136_ValueID,136,"208 Vac, 50 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_137_ValueID,137,"240 Vac, 50 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_138_ValueID,138,"277 Vac, 50 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_139_ValueID,139,"24 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_140_ValueID,140,"120 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_141_ValueID,141,"208 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_142_ValueID,142,"240 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_143_ValueID,143,"277 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_144_ValueID,144,"24 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_145_ValueID,145,"120 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_146_ValueID,146,"208 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_147_ValueID,147,"240 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_148_ValueID,148,"277 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_149_ValueID,149,Primary Input 120 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_150_ValueID,150,Primary Input 208 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_151_ValueID,151,Primary Input 240 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_152_ValueID,152,Primary Input 480 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_159_ValueID,159,208/240 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_162_ValueID,162,220-240,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_163_ValueID,163,200-220,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_164_ValueID,164,200-230,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_165_ValueID,165,200-240,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_166_ValueID,166,440-480,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_167_ValueID,167,220-230,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_168_ValueID,168,250-280,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_169_ValueID,169,500-550,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_170_ValueID,170,575 VAC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_171_ValueID,171,100 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_172_ValueID,172,110 DC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_173_ValueID,173,12 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_174_ValueID,174,28 DC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_175_ValueID,175,22 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_176_ValueID,176,415 AC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_177_ValueID,177,"208/240 Vac, 50 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_178_ValueID,178,"208/240 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_179_ValueID,179,"208/240 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_180_ValueID,180,24 to 240V AC/DC,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_181_ValueID,181,"480 Vac, 50 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_182_ValueID,182,"480 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_183_ValueID,183,"480 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_184_ValueID,184,Input 24 Vac,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_185_ValueID,185,"Input 24 Vac, 50/60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_186_ValueID,186,"Input 24 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_187_ValueID,187,"mV to 30 Vac, 50/60 Hz or DC",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_188_ValueID,188,"Primary 120 Vac to Secondary 25 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_189_ValueID,189,"Primary 120/208/240 Vac to Secondary 25 Vac, 60 Hz",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_190_ValueID,190,380-460,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_191_ValueID,191,100/115,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_192_ValueID,192,"Primary Input 120/208/240 Vac, Secondary Output 24 Vac",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_193_ValueID,193,"Primary Input 208/240 Vac, Secondary Output 24 Vac",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_194_ValueID,194,"Primary Input 120/208/240/480 Vac, Secondary Output 24 Vac",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_195_ValueID,195,"Primary Input 120 Vac, Secondary Output 25 Vac",1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_196_ValueID,196,20 to 30 mV Thermocouple,1,,,,,,,,
EMR Voltage,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Voltage_197_ValueID,197,"Primary Input 120 Vac, Secondary Output 24 Vac",1,,,,,,,,
EMR Water Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Water_Type_0_ValueID,0,Hot & Cold,1,,,,,,,,
EMR Water Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Water_Type_1_ValueID,1,Cold,1,,,,,,,,
EMR Water Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Water_Type_2_ValueID,2,Filtered Cold,1,,,,,,,,
EMR Water Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Water_Type_3_ValueID,3,Steaming Hot,1,,,,,,,,
EMR Wetted Surface Finish,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Wetted_Surface_Finish_0_ValueID,0,Standard Finish,1,,,,,,,,
EMR Wetted Surface Finish,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Wetted_Surface_Finish_1_ValueID,1,32 Ra Finish (0.8 &micro;m),1,,,,,,,,
EMR Wetted Surface Finish,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Wetted_Surface_Finish_2_ValueID,2,15 Ra Finish (0.4 &micro;m),1,,,,,,,,
EMR Wetted Surface Finish,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Wetted_Surface_Finish_3_ValueID,3,Stainless Steel,1,,,,,,,,
EMR Wi Fi Connected,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Wi_Fi_Connected_0_ValueID,0,Yes,1,,,,,,,,
EMR Wi Fi Connected,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Wi_Fi_Connected_1_ValueID,1,No,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_0_ValueID,0,Accumulator Rack,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_1_ValueID,1,Actuator,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_2_ValueID,2,Analyzer,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_3_ValueID,3,Aspirator,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_4_ValueID,4,Cabinet - Alarm,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_5_ValueID,5,Cabinet - CEMS,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_6_ValueID,6,Cabinet - Control,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_7_ValueID,7,Calibration Kit,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_8_ValueID,8,Conductivity Validation Unit,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_9_ValueID,9,Connector,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_10_ValueID,10,Controller,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_11_ValueID,11,Detector - Chemiluminescence (CLD),1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_12_ValueID,12,Detector - Flame,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_13_ValueID,13,Detector - Gas,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_14_ValueID,14,Display Unit,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_15_ValueID,15,Field Display,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_16_ValueID,16,Field Link,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_17_ValueID,17,Flow Meter,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_18_ValueID,18,Gas Chromatograph,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_19_ValueID,19,Gauge,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_20_ValueID,20,Hub - System,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_21_ValueID,21,Hub - Tank,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_22_ValueID,22,I/O,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_23_ValueID,23,Indicator,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_24_ValueID,24,Manifold,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_25_ValueID,25,Modem,1,,,,,,,,
EMR Workspace Product Type,-1,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes_EMR_Workspace_Product_Type_26_ValueID,26,Monitor - Air Particle,1,,,,,,,,
